source_text,reference_text,S2TT_prediction,T2TT_prediction
एंटरटेनमेंट न्यूज़ वेबसाइट tmz का मानना है कि फ़ोटोग्राफर ने अपना वाहन सेपुलवेडा बुलेवार्ड की दूसरी तरफ रोका था और सड़क पार करने और जारी रखने से पहले पुलिस स्टॉप की फ़ोटो लेने की कोशिश की कैलिफोर्निया हाईवे पेट्रोल पुलिस अधिकारी ने ट्रैफिक स्टॉप का संचालन करते हुए उसे रोकने के लिए दो बार आदेश दिया,ମନୋରଞ୍ଜନ ଖବର ୱେବସାଇଟ୍ tmz ଅନୁଯାୟୀ ଫଟୋଗ୍ରାଫର୍ ଜଣକ ସେପୁଲଭେଡା ବୋଲେଭାର୍ଡର ଅନ୍ୟ ପାର୍ଶ୍ୱରେ ତାଙ୍କ ଗାଡ଼ି ଅଟକାଇଥିଲେ ଓ ରାସ୍ତା ଅତିକ୍ରମ କରି ଆଗକୁ ଯିବା ପୂର୍ବରୁ ପୋଲିସ ଷ୍ଟପର ଫଟୋ ଉଠାଇବାକୁ ଚେଷ୍ଟା କରିଥିଲେ ଯାହା ଫଳରେ ଉକ୍ତ ଟ୍ରାଫିକ୍ ଷ୍ଟପ୍‌ର ପରିଚାଳନା କରୁଥିବା କାଲିଫର୍ଣ୍ଣିଆର ହାଇୱେ ପାଟ୍ରୋଲିଂ ପୋଲିସ ଅଧିକାରୀ ତାଙ୍କୁ ପଛକୁ ଫେରିବା ପାଇଁ ଦୁଇ ଥର ନିର୍ଦ୍ଦେଶ ଦେଇଥିଲେ।,ଏଣ୍ଟରଟେନମେଣ୍ଟ ନ୍ୟୁଜ ୱେବସାଇଟ ଟିଏମଜିର ମାନିବା କି ଫଟୋଗ୍ରାଫର ନିଜର ବାହାନକୁ ସୁପଲୱେଡା ବୁଲେୱାର୍ଡର ଅନ୍ୟପଟେ ରୋକିଥିଲା ଏବଂ ରାସ୍ତା ପାର କରିବା ଏବଂ ଜାରି ରଖିବା ପୂର୍ବରୁ ପୋଲିସ୍ ଷ୍ଟପ ର ଫଟୋ ନେବାର ଚେଷ୍ଟା କରିଥିଲା କାଲିଫର୍ଣ୍ଣିଆ ହାଇୱେ ପେଟ୍ରୋଲ ପୋଲିସ୍ ଅଧିକାରୀ ଟ୍ରାଫିକ ଷ୍ଟପ ର ପରିଚାଳନା କରି ତାକୁ ରୋକିବା ପାଇଁ ଦୁଇଥର ଆଦେଶ ଦେଲେ,ଏଣ୍ଟରଟେନମେଣ୍ଟ ନ୍ୟୁଜ ୱେବସାଇଟ tmz ବିଶ୍ୱାସ କରେ ଯେ ଫଟୋଗ୍ରାଫର ତାଙ୍କ ଯାନ ସେପୁଲଭେଡା ବୁଲେୱାର୍ଡର ଅନ୍ୟ ପାର୍ଶ୍ବରେ ଅଟକି ଥିଲା ଏବଂ ରାସ୍ତା ପାର କରିବା ଏବଂ ଜାରି ରଖିବା ପୂର୍ବରୁ ପୋଲିସ ଷ୍ଟପ ର ଫୋଟୋ ନେବା ପାଇଁ ଚେଷ୍ଟା କଲା କାଲିଫର୍ଣ୍ଣିଆ ହାଇୱେ ପେଟ୍ରୋ ପୋଲିସ ଅଧିକାରୀ ଟ୍ରାଫିକ ଷ୍ଟପ ର ପରିଚାଳନା କରି ତାଙ୍କୁ ଦୁଇଥର ଅଟକାଇବା ପାଇଁ ଆଦେଶ ଦେଲେ
अंडरवॉटर टोपोलॉजी के कारण कुछ गहरे सेक्शन्स में रिटर्न फ़्लो सांद्र होता है और यहां से गहरे पानी में तेज़ प्रवाह हो सकता है,ଭୂତଳ ଜଳ ଟୋପୋଲୋଜି ହେତୁ ଫେରିଯାଉଥିବା ପ୍ରବାହ କିଛି ଗଭୀର ଅଂଶରେ କେନ୍ଦ୍ରୀଭୂତ ହୋଇଥଏ ଏବଂ ସେଠାରେ ଗଭୀର ଜଳକୁ ଏକ ଦ୍ରୁତ ପ୍ରବାହ ସୃଷ୍ଟି ହୋଇପାରେ,ଅଣ୍ଡରୱାଟର ଟପୋଲୋଜିର କାରଣରୁ କିଛି ଗଭୀର ସେକ୍ସନ ରେ ରିଟର୍ଣ୍ଣ ଫ୍ଲୋ ସାନ୍ଦ୍ର ହୋଇଥାଏ ଏବଂ ଏଠାରୁ ଗଭୀର ପାଣିରେ ତୀବ୍ର ପ୍ରବାହ ହୋଇପାରେ,ଅଣ୍ଡରୱାଟର ଟୋପୋଲୋଜିର କାରଣରୁ କିଛି ଗଭୀର ସେକ୍ସନ ରେ ରିଟର୍ଣ୍ଣ ଫ୍ଲୋ ଘନ ଥାଏ ଏବଂ ଏଠାରୁ ଗଭୀର ପାଣିରେ ତୀବ୍ର ପ୍ରବାହ ହୋଇପାରେ
ऐसी कोई वैश्विक परिभाषा नहीं है जिसके लिए निर्मित सामान एंटीक होते हैं कुछ कर एजेंसियां 100 साल से पुराने सामान को एंटीक के तौर पर परिभाषित करती हैं,କେଉଁ ଉତ୍ପାଦିତ ସାମଗ୍ରୀଗୁଡ଼ିକ ପ୍ରାଚୀନ ତା ପାଇଁ କୌଣସି ସାଧାରଣ ସଂଜ୍ଞା ନାହିଁ କିଛି ଟ୍ୟାକ୍ସ ଏଜେନ୍ସୀ 100 ବର୍ଷରୁ ଅଧିକ ପୁରୁଣା ସାମଗ୍ରୀକୁ ପ୍ରାଚୀନ ଭାବରେ ପରିଭାଷିତ କରନ୍ତି,ଏମିତି କୌଣସି ବିଶ୍ୱିକ ପରିଭାଷା ନାହିଁ ଯାହା ପାଇଁ ନିର୍ମିତ ସାମଗ୍ରୀ ଆଣ୍ଟିକ ହୁଅନ୍ତି କିଛି କର ଏଜେନ୍ସିୟା ଶହେ ବର୍ଷରୁ ପୁରୁଣା ସାମଗ୍ରୀକୁ ଆଣ୍ଟିକ ଭାବରେ ପରିଭାଷିତ କରନ୍ତି,ଏପରି କୌଣସି ବିଶ୍ୱସ୍ତରୀୟ ପରିଭାଷା ନାହିଁ ଯାହା ପାଇଁ ନିର୍ମିତ ଜିନିଷ ପ୍ରାଚୀନ ହୋଇଥାନ୍ତି କିଛି ଟିକସ ଏଜେନ୍ସିଗୁଡ଼ିକ ୧୦୦ ବର୍ଷରୁ ପୁରୁଣା ଜିନିଷକୁ ପ୍ରାଚୀନର ଭାବେ ପରିଭାଷିତ କରନ୍ତି
गंभीर मौसम किसी भी खतरनाक मौसमी घटना के लिए वर्गीय शब्द है जिसमें नुकसान गंभीर सामाजिक व्यवधान या मानव जीवन की हानि की संभावना है,କ୍ଷୟକ୍ଷତି ଗମ୍ଭୀର ସାମାଜିକ ବିଶୃଙ୍ଖଳା କିମ୍ବା ମାନବ ଜୀବନହାନି କରିବାର ସମ୍ଭାବନା ଥିବା ଯେକୌଣସି ବିପଜ୍ଜନକ ପାଣିପାଗଜନିତ ପରିଘଟଣାକୁ ସାଧାରଣ ଭାବେ ଗମ୍ଭୀର ପାଣିପାଗ ଆଖ୍ୟା ଦିଆଯାଇଛି,"ଗମ୍ଭୀର ମୌସୁମୀ କୌଣସି ବିପଜ୍ଜନକ ମୌସୁମୀ ଘଟଣାଗୁଡ଼ିକ ପାଇଁ ବର୍ଗୀୟ ଶବ୍ଦ ଅଟେ ଯେଉଁଥିରେ କ୍ଷତି, ଗମ୍ଭୀର ସାମାଜିକ ଭେଦଭାବ କିମ୍ବା ମାନବ ଜୀବନ ର କ୍ଷତିର ସମ୍ଭାବନା ଅଛି",ଗୁରୁତର ପାଣିପାଗ ହେଉଛି କୌଣସି ବିପଜ୍ଜନକ ପାଣିପାଗୀୟ ଘଟଣା ପାଇଁ ବର୍ଗୀୟ ଶବ୍ଦ ଯେଉଁଥିରେ କ୍ଷତି ଗୁରୁତର ସାମାଜିକ ବିଶୃଙ୍ଖଳା କିମ୍ବା ମାନବ ଜୀବନର କ୍ଷତିର ସମ୍ଭାବନା ଅଛି
हॉट चॉकलेट बेल्जियम के मानकों पर बनी है फलों का जूस महंगा है लेकिन बहुत अच्छा है,ହଟ୍ ଚକୋଲେଟ୍ ବେଲଜିୟମ୍ ସ୍ତରର ଅଟେ ଫଳ ରସ ଦାମିକିଆ ମାତ୍ର ବହୁତ ବଢ଼ିଆ,"ହଟ୍ ଚକୋଲେଟ୍ ବେଲଜିୟମର ମାନକ ଉପରେ ତିଆରି ହୁଏ । ଫଳର ଜୁସ୍ ମହଙ୍ଗା ଅଛି, କିନ୍ତୁ ବହୁତ ଭଲ ।",ହଟ ଚକୋଲେଟ ବେଲଜିୟମର ମାନକ ଉପରେ ତିଆରି ଅଛି ଫଳରସ ମହଙ୍ଗା ଅଛି କିନ୍ତୁ ବହୁତ ଭଲ ଅଛି
1963 में बांध बनने के बाद मौसमी बाढ़ जो पूरे नदी में तलछट फैला देगी वह रुक गई थी,1963 ରେ ଏହି ନଦୀବନ୍ଧ ନିର୍ମାଣ ହେବା ପରେ ଋତୁକାଳୀନ ବନ୍ୟା ଯାହାକି ନଦୀ ବ୍ୟାପୀ ପଙ୍କ ଭରିଦେଉଥିଲା ସେଥିରେ ପ୍ରତିବନ୍ଧକ ସୃଷ୍ଟି ହୋଇଥିଲା,ଉଣେଇଶ ଶହ ତ୍ରିଶତ ରେ ବନ୍ଧ ହେବା ପରେ ମୌସୁମୀ ବନ୍ୟା ଯୋଉ ପୁରା ନଦୀରେ ଥଳଚଟ ବିସ୍ତାରଦେବ ସେ ଅଟକି ଯାଇଥିଲା,୧୯୬୩ ରେ ନଦୀବନ୍ଧ ନିର୍ମାଣ ହେବା ପରେ ମୌସୁମୀ ବନ୍ୟା ଯାହା ସମଗ୍ର ନଦୀରେ ଅବକ୍ଷୟ ବିସ୍ତାର କରିଦେବ ତାହା ବନ୍ଦ ହୋଇଗଲା ଥିଲା
इस साल की शुरुआत में 53 साल के कुओमो ने अपना शासनकाल शुरू किया और पिछले महीने समलैंगिक विवाह को वैध बनाने वाले बिल पर हस्ताक्षर किए,କୁଏମୋଙ୍କୁ 53 ବର୍ଷ ଏବଂ ସେ ଚଳିତ ବର୍ଷ ଆରମ୍ଭରୁ ରାଜ୍ୟ ପାଳନର ଭାର ସମ୍ଭାଳିବା ଆରମ୍ଭ କରିଥିଲେ ଓ ସମଲିଙ୍ଗୀ ବିବାହକୁ ଆଇନଗତ କରିବା ପାଇଁ ଗତ ମାସରେ ସେ ଏକ ଚୁକ୍ତି ସ୍ଵାକ୍ଷର କରିଥିଲେ,ଏହି ବର୍ଷ ଆରମ୍ଭ ରେ ତ୍ରିପନ୍ଥ ବର୍ଷ ର କୁମୁମାନେ ନିଜର ଶାସନ କାଳ ଆରମ୍ଭ କଲା ଓ ଗତ ମାସରେ ସମଲିଙ୍ଗୀ ବିବାହ କୁ ବୈଧ ବନାଉଥିବା ବିଲ୍ ଉପରେ ହସ୍ତାକ୍ଷର କଲେ,ଏହି ବର୍ଷ ଆରମ୍ଭରେ ୫୩ ବର୍ଷୀୟ କୁଓମୋ ନିଜର ଶାସନକାଳ ଆରମ୍ଭ କରିଥିଲେ ଏବଂ ଗତ ମାସରେ ସମଲିଙ୍ଗୀ ବିବାହକୁ ଆଇନଗତ କରୁଥିବା ବିଲ ଉପରେ ସ୍ୱାକ୍ଷର କରିଥିଲେ
1889 में यह बंदरगाह कुख्यात नौसैनिक गतिरोध का ठिकाना था उस समय जर्मनी अमेरिका और ब्रिटेन के सात जहाजों ने इस बंदरगाह से जाने से इनकार कर दिया था,1889 ମସିହାରେ ଏହି ପୋତାଶ୍ରୟଟି ନୌବାହିନୀ ଗତିରୋଧର କୁପ୍ରସିଦ୍ଧ ସ୍ଥାନ ଥିଲା ଯେତେବେଳେ ଜର୍ମନୀ ଆମେରିକା ଓ ବ୍ରିଟେନରୁ ସାତୋଟି ଜାହାଜ ବନ୍ଦରରୁ ପ୍ରସ୍ଥାନ କରିବାକୁ ପ୍ରତ୍ୟାଖ୍ୟାନ କରିଦେଇଥିଲେ,ଅଠରଶହ ଉନାସିରେ ଏହି ବନ୍ଦର କୁଖ୍ୟାତ ନୌସୈନିକ ଗତିରୋଦର ଠିକଣା ଥିଲା ସେହି ସମୟରେ ଜର୍ମାନୀ ଆମେରିକା ଓ ବ୍ରିଟେନର ସାତ ଜାହାଜ ଏହି ବନ୍ଦରରୁ ଯିବାକୁ ମନା କରିଦେଇଥିଲା,୧୮୮୯ ରେ ଏହି ବନ୍ଦର କୁଖ୍ୟାତ ନୌସେନା ଅସ୍ଥିରତାର ଠିକଣା ଥିଲା ସେହି ସମୟରେ ଜର୍ମାନୀ ଆମେରିକା ଓ ବ୍ରିଟେନର ସାତଟି ଜାହାଜ ଏହି ବନ୍ଦରରୁ ଯିବାକୁ ମନା କରିଦେଇଥିଲେ
विलासिता के एक उपरिकेंद्र होने के लिए इसको लगभग 400 a.d से  1100 a.d तक जाना गया।,ବିଳାସର ଏକ କେନ୍ଦ୍ର ଭାବରେ ଏହାର ପ୍ରସିଦ୍ଧି ପ୍ରାୟ 400 a.d ରୁ ଆରମ୍ଭ ହୋଇଥିଲା ଏବଂ ପ୍ରାୟ 1100 a.d ପର୍ଯ୍ୟନ୍ତ ଚାଲିଥିଲା।,ଉପରି କେନ୍ଦ୍ର ହେବା ପାଇଁ ଏହାକୁ ପାଖାପାଖି ଚାରିଶହ ଏଡିରୁ ଏଗାରଶହ ଏଡି ପର୍ଯ୍ୟନ୍ତ ଜଣାଗଲା,ବିଳାସିତାର ଏକ ଉପରିକେନ୍ଦ୍ର ହେବା ପାଇଁ ଏହାକୁ ପ୍ରାୟ 400 a.d ରୁ 1100 a.d କୁ ଜଣାଗଲା।
गोभी का जूस अम्लीय या आधारभूत क्षारीय रसायन के आधार पर रंग बदलता है,ବନ୍ଧାକୋବି ଜୁସ୍ ରାସାୟନିକ କେତେ ଅମ୍ଳୀୟ କିମ୍ବା ମୌଳିକ ଆଲକାଲାଇନ୍ ଉପରେ ନିର୍ଭର କରି ରଙ୍ଗ ପରିବର୍ତ୍ତନ କରିଥାଏ।,ଗୋବିର ଜୁସ୍ ବ୍ୟବହାରିକ କିମ୍ବା ଆଧାରଭୂତ କ୍ଷାରୀୟ ରସାୟନ ର ଆଧାରରେ ରଙ୍ଗ ବଦଳେ,କୋବିର ରସ ଅମ୍ଳୀୟ କିମ୍ବା ମୌଳିକ କ୍ଷାରୀୟ ରସାୟନ ଆଧାରରେ ରଙ୍ଗ ବଦଳିଥାଏ
उदाहरण के लिए नॉर्थ कैरोलिना के बेनेट स्कूल के हज़ारों स्टूडेंट्स हर साल राज्य की राजधानी की अपनी यात्रा के बारे में एक वेबसाइट डिज़ाइन करते हैं वेबसाइट हर साल फिर से तैयार की जाती है लेकिन कुछ पुराने वर्ज़न्स को स्क्रेपबुक के रूप में इस्तेमाल करने के लिए ऑनलाइन रखा जाता है,ଉଦାହରଣସ୍ୱରୂପ ପ୍ରତିବର୍ଷ ଉତ୍ତର କାରୋଲିନାର ବେନେଟ୍ ସ୍କୁଲର ବିଦ୍ୟାର୍ଥୀମାନେ ରାଜ୍ୟର ରାଜଧାନୀକୁ ନିଜର ଯାତ୍ରା ବିଷୟରେ ଗୋଟିଏ ୱେବସାଇଟ୍ ଡିଜାଇନ୍ କରନ୍ତି ପ୍ରତିବର୍ଷ ସେହି ୱେବସାଇଟକୁ ପୁଣି ମଡେଲିଂ କରାଯାଏ କିନ୍ତୁ ପୁରୁଣା ସଂସ୍କରଣଗୁଡ଼ିକୁ ଏକ ସ୍କ୍ରାପବୁକ୍ ଭାବରେ କାର୍ଯ୍ୟ କରିବା ପାଇଁ ଅନଲାଇନ୍‌ରେ ରଖାଯାଇଥାଏ।,ଉଦାହରଣ ପାଇଁ ନର୍ଥ କେରୋଲିନାର ବେନେଟ ସ୍କୁଲର ହଜାର ହଜାର ଷ୍ଟୁଡେଣ୍ଟସ ପ୍ରତି ବର୍ଷ ରାଜ୍ୟ ରାଜଧାନୀ ର ନିଜର ଯାତ୍ରା ବିଷୟରେ ଏକ ୱେବସାଇଟ ଡିଜାଇନ କରନ୍ତି ୱେବସାଇଟ ପ୍ରତି ବର୍ଷ ପୁଣିଥରେ ପ୍ରସ୍ତୁତ କରାଯାଏ କିନ୍ତୁ କିଛି ପୁରୁଣା ଭର୍ସନ କୁ ସ୍କ୍ରାପ ବୁକ ରୂପରେ ବ୍ୟବହାର କରିବା ପାଇଁ ଅନଲାଇନ ରଖାଯାଏ,ଉଦାହରଣ ସ୍ୱରୂପ ଉତ୍ତର କାରୋଲିନା ର ବେନେଟ ସ୍କୁଲର ହଜାରେ ଛାତ୍ରମାନେ ପ୍ରତି ବର୍ଷ ରାଜ୍ୟ ରାଜଧାନୀର ନିଜ ଯାତ୍ରା ବିଷୟରେ ଏକ ୱେବସାଇଟ୍ ଡିଜାଇନ୍ କରନ୍ତି ୱେବସାଇଟ୍ ପ୍ରତି ବର୍ଷ ନବୀକରଣ କରାଯାଇଥାଏ କିନ୍ତୁ କିଛି ପୁରୁଣା ଭର୍ସନକୁ ସ୍କ୍ରେପବୁକ୍ ରୂପରେ ବ୍ୟବହାର କରିବା ପାଇଁ ଅନଲାଇନ୍ ରଖାଯାଇଥାଏ
इंटर-डिस्ट्रिक्ट बस स्टेशन जो नदी के उस पार है से दिन भर बसें चलती हैं हालांकि ज़्यादातर खास कर पूर्व और जाकार/बुमतांग की ओर जाने वाली बसें सुबह 06:30 और 07:30 के बीच जाती हैं,ବସଗୁଡ଼ିକ ଦିନସାରା ଆନ୍ତଃ-ଜିଲ୍ଲା ବସ ଷ୍ଟେସନ ଛାଡ଼ିଥାନ୍ତି ନଦୀ ଆରପାରିକୁ ଯଦିଓ ଅଧିକାଂଶ ପୂର୍ବ ଏବଂ ଜାକର/ବୁମଥାଙ୍ଗରୁ 06:30 ଏବଂ 07:30 ମଧ୍ୟରେ ଛାଡ଼ିଥାନ୍ତି।,ଇଣ୍ଟରଡିଷ୍ଟ୍ରିକ୍ଟ ବସ୍ ଷ୍ଟେସନ ଯାହା ନଦୀର ଏହି ପାର୍ଶ୍ବରୁ ଦିନସାରା ବସ୍ ଚାଲନ୍ତି ଯଦିଓ ଅଧିକାଂଶ ଖାସକରିପୁର ଓ ଜକାର ବୋମଟାଙ୍ଗର ଓର ଯାଉଥିବା ବସ୍ ଗୁଡିକ ସକାଳ ଛଅ ତିରିଶ ଓ ସାତ ତିରିଶ ମଧ୍ୟରେ ଯାଆନ୍ତି,ଇଣ୍ଟର-ଡିଷ୍ଟ୍ରିକ୍ଟ ବସ୍ ଷ୍ଟେସନ ଯାହା ନଦୀର ସେପଟେ ଅଛି ରୁ ଦିନସାରା ବସ୍ ଚଳାଚଳ କରନ୍ତି ଯଦିଓ ଅଧିକାଂଶ ବିଶେଷ କର ପୂର୍ବ ଏବଂ ଜାକାର/ବୁମତାଙ୍ଗ ଆଡ଼କୁ ଯାଉଥିବା ବସ୍ ଗୁଡିକ ସକାଳ 06:30 ଓ 07:30 ମଧ୍ୟରେ ଯାଆନ୍ତି
जिस समय घटनाएँ हुई उसके युग को सामान्य रूप से यूरोप के इतिहास में 11वीं 12वीं और 13वीं सदी ad 1000-1300 में यूरोपियन इतिहास के उच्च मध्य युग की अवधि के रूप में बताया जाता है,ଯେଉଁ ଯୁଗରେ ଘଟଣାଗୁଡ଼ିକ ଘଟିଥିଲା ​​ତାହାକୁ ସାଧାରଣତଃ 11ଶ 12ଶ ଏବଂ 13ଶ ଶତାବ୍ଦୀରେ ad 1000–1300ରେ ୟୁରୋପୀୟ ଇତିହାସର ଉଚ୍ଚ ମଧ୍ୟଯୁଗ ବୋଲି କୁହାଯାଏ।,ଯେଉଁ ସମୟ ଘଟଣାଗୁଡିକ ହେଲା ତାହାର ଯୁଗକୁ ସାଧାରଣ ରୂପରେ ୟୁରୋପର ଇତିହାସରେ ଏଗାରମ ବାରମ ଓ ତ୍ରୟୋଦଶ ଶତାବ୍ଦୀ ଏଡି ଥାଉଜଣ୍ଡ ଟୁ ଥର୍ଟିନ ହଣ୍ଡ୍ରେଡରେ ୟୁରୋପୀୟ ଇତିହାସର ଉଚ୍ଚ ମଧ୍ୟଯୁଗର ଅବଧି ରୂପରେ ବର୍ଣ୍ଣନା କରାଯାଏ,ଯେଉଁ ସମୟ ଘଟଣାଗୁଡ଼ିକ ହୋଇଥିଲା ତା' ଯୁଗକୁ ସାଧାରଣ ଭାବେ ୟୁରୋପର ଇତିହାସରେ ୧୧ତମ ୧୨ତମ ଏବଂ ୧୩ତମ ଶତାବ୍ଦୀ ad 1000-1300 ରେ ୟୁରୋପୀୟ ଇତିହାସର ଉଚ୍ଚ ମଧ୍ୟଯୁଗର ଅବଧି ଭାବରେ ବର୍ଣ୍ଣନା କରାଯାଇଛି
वैज्ञानिक यह निष्कर्ष निकालने में सक्षम थे कि काला पदार्थ अन्य काले पदार्थ को उसी तरह प्रभावित करता है जिस तरह से आम पदार्थ करता है,ବୈଜ୍ଞାନିକମାନେ ଏହି ସିଦ୍ଧାନ୍ତରେ ଉପନୀତ ହୋଇପାରିଥିଲେ ଯେ ଡାର୍କ ମ୍ୟାଟର୍ ଅନ୍ୟ ଡାର୍କ ମ୍ୟାଟର୍‌କୁ ନିୟମିତ ପଦାର୍ଥ ପରି ସମାନ ଭାବରେ ପ୍ରଭାବିତ କରେ।,ବୈଜ୍ଞାନିକମାନେ ନିଷ୍କର୍ଷ ବାହାର କରିବାରେ ସକ୍ଷମ ଥିଲେ କି କଳା ପଦାର୍ଥ ଅନ୍ୟ କଳା ପଦାର୍ଥକୁ ସେହିଭଳି ପ୍ରଭାବିତ କରିଥାଏ ଯେମିତି ସାଧାରଣ ପଦାର୍ଥ କରିଥାଏ,ବୈଜ୍ଞାନିକ ଏହା ସିଦ୍ଧାନ୍ତ ବାହାର କରିବା ପାଇଁ ସକ୍ଷମ ଥିଲେ ଯେ କଳା ପଦାର୍ଥ ଅନ୍ୟ କଳା ପଦାର୍ଥକୁ ସେହି ଉପାୟରେ ପ୍ରଭାବିତ କରେ ଯେଉଁ ଉପାୟରେ ସାଧାରଣ ପଦାର୍ଥ କରେ
रोलैंडो मेंडोज़ा ने अपनी m16 राइफल से पर्यटकों के ऊपर फायर किया,ରୋଲାଣ୍ଡୋ ମେଣ୍ଡୋଜା ତାଙ୍କ ଏମ.୧୬ ରାଇଫଲରେ ପର୍ଯ୍ୟଟକଙ୍କୁ ଗୁଳି କରିଥିଲେ।,ରୋଲାଣ୍ଡୋ ମେରୋଜୋନୋଟ୍ ଏମ୍.ସି.ଟି.ଆଇ.ଏସ୍.ଏଲ୍.ର ପରିପକ୍ୱତା ଉପରେ କାର୍ଯ୍ୟ କରିଥିଲେ ।,ରୋଲାଣ୍ଡୋ ମେଣ୍ଡୋଜା ତାଙ୍କ m16 ରାଇଫଲରୁ ପର୍ଯ୍ୟଟକଙ୍କ ଉପରେ ଗୁଳି କରିଥିଲେ
शेर प्राइड नामक बड़े समूहों में रहने वाली सबसे बड़ी सामाजिक बिल्लियां हैं,ସିଂହ ସବୁଠାରୁ ସାମାଜିକ ମାର୍ଜାର ଜାତୀୟ ପ୍ରାଣୀ ଅଟେ ଯାହା ପ୍ରାଇଡ୍ ନାମକ ବଡ଼ ଦଳରେ ବାସ କରେ,ଶେୟାରଫ୍ରାଇଡ୍ ନାମକ ବଡ଼ ସମୂହରେ ରହୁଥିବା ସବୁଠାରୁ ବଡ଼ ସାମାଜିକ ବିଲେଇମାନେ,ସିଂହ ପ୍ରାଇଡ ନାମକ ବଡ଼ ଗୋଷ୍ଠୀ ରେ ରହୁଥିବା ସବୁଠାରୁ ବଡ଼ ସାମାଜିକ ବିଲେଇମାନେ ଅଛନ୍ତି
ये पानी में जाने वाली किसी भी चीज़ पर भी हमला किया करते थे यहां तक कि टी रेक्स जैसे विशालकाय डायनासोर का भी कोई मुकाबला नहीं होगा,ଏହା ମଧ୍ୟ ପାଣିରେ ପ୍ରବେଶ କରୁଥିବା ଯେକୌଣସି ଜିନିଷ ଉପରେ ଆକ୍ରମଣ କରିଥିଲା ଏପରିକି ଟି ରେକ୍ସ ପରି ଏକ ବିଶାଳ ଡାଇନୋସର ମଧ୍ୟ ଏହା ପାଇଁ କୌଣସି ମେଳ ହେବ ନାହିଁ,ଏହା ପାଣିରେ ଯାଉଥିବା କୌଣସି ଜିନିଷ ଉପରେ ମଧ୍ୟ ଆକ୍ରମଣ କରିଥିଲା ଏପରିକି ଟି ରେକ୍ସ ଭଳି ବିଶାଳକାୟ ଡାଇନୋସରର ମଧ୍ୟ କୌଣସି ମୁକାବିଲା ହୋଇନଥିଲା,ଏମାନେ ପାଣିରେ ଯାଉଥିବା ଯେକୌଣସି ଜିନିଷ ଉପରେ ମଧ୍ୟ ଆକ୍ରମଣ କରିଥାନ୍ତି ଏପରିକି ଟି ରେକ୍ସ ଭଳି ବିଶାଳକାୟ ଡାଇନୋସରର ମଧ୍ୟ କୌଣସି ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା ହେବ ନାହିଁ
मक्का के उत्तर में स्थित पहाड़ों में से एक के शीर्ष पर स्थित गुफा दुनिया के बाकी हिस्सों से पूरी तरह कटी हुई है,ମକ୍କାର ଉତ୍ତରଦିଗକୁ ଥିବା ପର୍ବତସବୁରୁ ଗୋଟିଏ ପର୍ବତର ଶୀର୍ଷରେ ଥିବା ଏହି ଗୁମ୍ଫାଟି ଅବଶିଷ୍ଟ ପୃଥିବୀଠାରୁ ସମ୍ପୂର୍ଣ୍ଣରୂପେ ବିଚ୍ଛିନ୍ନ ହେଇ ରହିଛି,ମକ୍କାର ଉତ୍ତରରେ ଅବସ୍ଥିତ ପର୍ବତମାନଙ୍କ ମଧ୍ୟରୁ ଗୋଟିଏର ଶିଶିର ସ୍ଥିତ ଗୁମ୍ଫା ଦୁନିଆର ବାକି ଅଂଶରୁ ସମ୍ପୂର୍ଣ୍ଣ ଭାବରେ ଖଟିହୋଇଛି,ମକ୍କାର ଉତ୍ତରରେ ଅବସ୍ଥିତ ପର୍ବତଗୁଡ଼ିକ ମଧ୍ୟରୁ ଗୋଟିଏର ଶୀର୍ଷରେ ଅବସ୍ଥିତ ଗୁମ୍ଫା ଦୁନିଆର ବାକି ଅଂଶରୁ ସମ୍ପୂର୍ଣ୍ଣ ଭାବେ କାଟି ହୋଇ ରହିଛି
उत्तर की ओर के बड़े क्षेत्र में आबादी बहुत ही कम है और कुछ इलाकों में तो लगभग कोई इंसानी आबादी नहीं है,ଉତ୍ତରରେ ଥିବା ବୃହତ ଅଞ୍ଚଳଗୁଡିକ ବହୁତ କମ୍ ଜନସଂଖ୍ୟା ବିଶିଷ୍ଟ ଏବଂ କେତେକ ପ୍ରାୟ ଜନବହୁଳ ମରୁଭୂମି ଅଟେ,ଉତ୍ତର ର ଓର ର ବଡ଼ କ୍ଷେତ୍ର ରେ ଜନସଂଖ୍ୟା ବହୁତ ହିଁ କମ ଅଛି ଆଉ କିଛି ଅଞ୍ଚଳରେ ତ ପ୍ରାୟ କୌଣସି ମାନବୀୟ ଜନସଂଖ୍ୟା ଅଛି ହିଁ ନାହିଁ,ଉତ୍ତର ପାର୍ଶ୍ବ ର ବଡ଼ ଅଞ୍ଚଳରେ ଜନସଂଖ୍ୟା ବହୁତ ହିଁ କମ୍ ଅଛି ଏବଂ କିଛି ଅଂଚଳରେ ତ ପ୍ରାୟ କୌଣସି ମାନବ ଜନସଂଖ୍ୟା ନାହିଁ
